AT,AH,TEY,CO,NOX,AP,Best_Cluster
0.21956619951622164,0.3869665855540389,0.8656277940988633,0.19400217731509833,0.5031325996455216,0.7500000000000007,0
0.1881088407202086,0.5045996795062022,0.8617958870864737,0.22576035925699117,0.5182803676682741,0.747881355932206,0
0.16879229531186762,0.5393050032642888,0.8722697662536725,0.2392324964278424,0.5214954041465727,0.7500000000000007,0
0.15863812625297657,0.5487566027657429,0.8822327244858859,0.22676396543512278,0.5206092081942213,0.7457627118644065,0
0.15036024546575433,0.552065404475043,0.45599693447439016,0.44716608831734367,0.43773958204525787,0.7394067796610176,0
0.14793928299151976,0.5275238886580806,0.38842764082258285,0.416292440634143,0.43773958204525787,0.7330508474576287,0
0.14477349948704435,0.5293934358122143,0.43108953889385626,0.43983466013472133,0.43773958204525787,0.7266949152542398,0
0.1345212100106356,0.5937592735473916,0.43108953889385626,0.3568075117370892,0.43773958204525787,0.7182203389830515,0
0.12320818470168571,0.6148732862484418,0.42163750159662805,0.11444512485541264,0.43773958204525787,0.7076271186440684,0
0.12119636319143129,0.6152145527924506,0.38817218035509016,0.09706062461726883,0.9912616957256501,0.6970338983050853,0
0.11898218302634428,0.6210012463647694,0.16183420615659738,0.3895692998571137,0.43773958204525787,0.6927966101694936,0
0.1287986954925786,0.5606564187785625,0.18316515519223397,0.6148363611621419,0.43773958204525787,0.6843220338983076,0
0.14876603574689168,0.5423022137812334,0.23349086728828716,0.5656426481594883,0.43773958204525787,0.6843220338983076,0
0.1808662832832927,0.48557777909668237,0.4267467109464811,0.01849016806150916,0.9806479535056261,0.6800847457627134,0
0.20549286097489813,0.5011721763902903,0.8694597011112533,0.0,0.5050904744239726,0.6779661016949163,0
0.22498047003680105,0.5467535165291708,0.845318686933197,0.0,0.5429908082931454,0.6843220338983076,0
0.24580223441603058,0.47804023977684135,0.8344616170647592,0.25712730489215485,0.5797988541280243,0.6800847457627134,0
0.26762873304658014,0.4461243990741291,0.8167071145740199,0.321119956453698,0.6031696962202711,0.6800847457627134,0
0.2654216119043361,0.414831740756128,0.8303742495848769,0.3067292644757433,0.5854869955896296,0.6822033898305104,0
0.2563978277033705,0.4659920470057571,0.8372716822071784,0.2515989657753283,0.5382300812002803,0.6822033898305104,0
0.2504117763325082,0.47001305715472735,0.853365691659216,0.2546267945839287,0.5072956597007543,0.6885593220338994,0
0.24743757470799177,0.4642412012582349,0.8492783241793334,0.2417670272844798,0.5231235315939162,0.6885593220338994,0
0.2360207817632498,0.4694640631491483,0.8592412824115467,0.24933659930598084,0.5339639751040763,0.6864406779661023,0
0.22564166517642853,0.48712089738263403,0.8578362498403374,0.24875824998298973,0.5329953423189482,0.6822033898305104,0
0.2147613579677544,0.5512790076562408,0.8670328266700731,0.23868816765326256,0.5308932030831375,0.6716101694915274,0
0.1949019737027869,0.6244732625081606,0.8769957849022865,0.2377696128461591,0.5141997444458184,0.6716101694915274,0
0.18976535808069875,0.6529022493916552,0.6597266572997826,0.4111893583724569,0.755121388236264,0.6588983050847472,-1
0.19118657467975567,0.6666270995311294,0.4506322646570444,0.42809757093284345,0.955937512880755,0.6419491525423753,0
0.19181247470516816,0.665959404118939,0.29569549112274895,0.8472647479077362,0.43773958204525787,0.6228813559322038,0
0.19172541342343785,0.6661077808772033,0.21356495082385996,0.924083146220317,0.43773958204525787,0.6016949152542377,0
0.18681468653232564,0.6802332482639919,0.1821433133222634,0.7141933727971694,0.9776183999010759,0.5911016949152547,0
0.17857680687454705,0.682725977802837,0.18380380636096572,0.5604545145267741,0.9371213057994312,0.5741525423728827,0
0.16960878895404105,0.6957386195026412,0.18303742495848763,0.6243791249914947,0.9404599975268948,0.5508474576271195,0
0.17198838555441565,0.7115407442578194,0.1873802529058628,0.632339933319725,0.9595441243147436,0.5296610169491534,0
0.18208043521228834,0.7036916137456228,0.18840209477583358,0.6589269919031093,1.0,0.5105932203389844,0
0.1910806893371107,0.7067630126416999,0.20194149955294427,0.6461522759746887,0.9900045340258028,0.4894067796610182,0
0.2582708217643792,0.831770431479613,0.17550134116745442,0.6177110975028917,0.8586826594122254,0.46610169491525494,0
0.34486856099466334,0.6652471956792689,0.1746072295312302,0.652497108253385,0.8491818144346894,0.44279661016949173,0
0.37532353854697076,0.6082408451540151,0.2945459190190318,0.49783969517588617,0.7824491983018009,0.4258474576271198,0
0.39941833651773695,0.5843670247492432,0.4347937156724997,0.29407362046676194,0.6961996620089856,0.4110169491525425,0
0.4153011379144823,0.5587423585969495,0.42189296206412075,0.3689018166972852,0.6982193644120194,0.3919491525423735,0
0.42356019464078987,0.5667101905157577,0.4240643760378082,0.3853677621283255,0.7018259758460079,0.37500000000000155,0
0.413842273193596,0.6416701287910263,0.40554349214459084,0.39989453629992516,0.6988170314496516,0.37076271186440735,0
0.3982888928628573,0.73718024808594,0.42419210627155435,0.39159352248758256,0.6768270063064175,0.37076271186440735,0
0.3817354842960272,0.8309840346608108,0.42802401328394435,0.39133836837449815,0.6825769753926054,0.37076271186440735,0
0.365287961071842,0.8162353848893109,0.4312172691276026,0.3850275566442131,0.6856889658299328,0.3771186440677986,0
0.34319321957325855,0.7604012107543474,0.4267467109464811,0.40933523848404435,0.7389637690119943,0.39406779661017055,0
0.3249056443946653,0.6316250222565136,0.41499552944181883,0.4073620466761924,0.7842628086228927,0.4152542372881367,0
0.31603009967340256,0.5314410350762657,0.3038702260825139,0.9377764169558414,0.43773958204525787,0.43432203389830576,0
0.29384359087786005,0.5574663184758739,0.24613616042917386,0.567632850241546,0.8556324965994804,0.46398305084745783,0
0.2804855666512937,0.5968455101192949,0.4278962830501982,0.38546982377355926,0.8286550430732449,0.47245762711864625,0
0.27786666917654146,0.5663244109442698,0.3195810448333123,0.6852759066476151,0.9389349161205225,0.476694915254238,0
0.2741112690240666,0.572125942192415,0.1250478988376551,1.0,0.43773958204525787,0.4809322033898322,0
0.26230858283057407,0.502908184461986,0.27768552816451675,0.7014186568687488,0.43773958204525787,0.485169491525424,0
0.2464375464719004,0.5586088195145114,0.4331332226337976,0.4121589440021773,0.8696879765879393,0.485169491525424,0
0.23237126695341986,0.568015905988486,0.5392770468769958,0.3844662175954276,0.8126210790981412,0.4830508474576293,0
0.2158578595160334,0.6365362929550715,0.8285860263124281,0.26777573654487313,0.5382712996166688,0.4872881355932211,0
0.23728434685214642,0.5788474093418006,0.8086601098480013,0.23118663672858408,0.5776554964758254,0.49364406779661235,0
0.2630333091757885,0.5158614754584843,0.8142802401328397,0.28099271960263994,0.5872593874943326,0.49152542372881525,0
0.27818432520447633,0.4766009852216749,0.7880955422148423,0.23843301354017826,0.6220889493425663,0.4872881355932211,0
0.2876010616770356,0.49016262092705803,0.8049559330693576,0.3129890453834116,0.582478051193273,0.4809322033898322,0
0.2967260252054176,0.44593150928838504,0.7568016349469919,0.33006736068585424,0.6387205803553029,0.47245762711864625,0
0.31182527506659014,0.3372900468870557,0.43709285987993374,0.42338572497788657,0.841412142945468,0.46822033898305204,0
0.3205690513614502,0.30862365719033774,0.4577851577468388,0.3732904674423351,0.8150529656650591,0.47245762711864625,0
0.3026320743173925,0.3570093180604191,0.434538255205007,0.48583044158671834,0.8545402085651868,0.4830508474576293,0
0.2763254491891536,0.39009733515342165,0.4445012134372206,0.454718650064639,0.8630312023412061,0.49364406779661235,0
0.2528824343275575,0.38122440500919946,0.44692808787840077,0.3865414710485133,0.8815176620914222,0.49576271186440707,0
0.22943706645834705,0.3976051991216097,0.44411802273598155,0.3901646594543104,0.9070112526276741,0.4894067796610182,0
0.2189497115212665,0.40586978455694706,0.42776855281645165,0.4002007212356263,0.9187172828819916,0.4830508474576293,0
0.20910472766289873,0.46768354204997337,0.3907267850300169,0.4142001769068517,0.9503318082519268,0.46822033898305204,0
0.20413282257381385,0.6089530535936851,0.40784263635202445,0.4194903721847996,0.9208606405341906,0.449152542372883,0
0.20137745065743035,0.5880912813816843,0.39034359432877785,0.44022589644145066,0.9451588969951774,0.4385593220338999,0
0.2037186932336913,0.5429847468692504,0.16208966662408986,1.0,0.43773958204525787,0.4216101694915256,0
0.2009492032716218,0.5630749599382752,0.1378209222122877,1.0,0.43773958204525787,0.4194915254237309,0
0.19135128521275896,0.7259481274853106,0.12747477327883527,1.0,0.43773958204525787,0.4173728813559338,0
0.18960535356292413,0.6145468573802599,0.132839443096181,0.852469891814656,0.43773958204525787,0.3919491525423735,0
0.19425254360123112,0.5917858626624726,0.0880061310512199,1.0,0.43773958204525787,0.3855932203389846,0
0.19608788954041056,0.5643955130868301,0.12198237322774297,0.9357521943253724,0.43773958204525787,0.38983050847457634,0
0.19507139025101886,0.5468128672324768,0.1347553966023758,0.8885656936789821,0.43773958204525787,0.39406779661017055,0
0.19020772351219328,0.5368716244287495,0.65078554093754,0.47749540722596434,0.8563126004698898,0.4025423728813565,-1
0.19001007087258937,0.5332809068787465,0.8370162217396862,0.28140096618357485,0.5884959399859859,0.4110169491525425,0
0.1972455692866622,0.5146002730132353,0.8566866777366202,0.2699700619173981,0.5969251061374221,0.4152542372881367,0
0.21296836616563292,0.4512137218826044,0.8379103333759101,0.2613628631693543,0.618791476031491,0.4194915254237309,0
0.22729347652169002,0.38040833283874415,0.8380380636096565,0.2669252228345921,0.607456411524669,0.4237288135593227,0
0.2317265428670927,0.3563416226482284,0.8256482309362625,0.282064366877594,0.6246032727422612,0.43008474576271394,0
0.23320658465650795,0.31641343699922847,0.8261591518712479,0.27932571273048923,0.6287251143811055,0.440677966101697,0
0.22961354202942202,0.3265030565612203,0.8271809937412187,0.2641355378648704,0.6140513581468199,0.45550847457627186,0
0.1955772868881004,0.4747017627158882,0.7709796908928344,0.11529563856569369,0.6630188368162895,0.5169491525423732,0
0.18872532871516373,0.49228440857024164,0.11393536850172437,1.0,0.43773958204525787,0.5254237288135616,0
0.18295340103720575,0.5213959285417533,0.11419082896921706,1.0,0.43773958204525787,0.5423728813559335,0
0.17539789358758365,0.5214552792450591,0.11470174990420245,1.0,0.43773958204525787,0.5593220338983055,0
0.16360814893596998,0.5423318891328863,0.2576318814663432,1.0,0.43773958204525787,0.5720338983050857,0
0.15543850649900703,0.5954507685916077,0.11866138715033858,1.0,0.43773958204525787,0.5911016949152547,0
0.13522381808427533,0.6142797792153838,0.1287520756162983,1.0,0.43773958204525787,0.625000000000001,0
0.11366438581795252,0.5879577422992464,0.15365947119683243,1.0,0.43773958204525787,0.6716101694915274,0
0.1064971246246953,0.552673749183928,0.5382552050070251,0.5080288494250527,0.43773958204525787,0.6970338983050853,0
0.09295085978898229,0.5413674402041664,0.7037935879422661,0.28458188746002583,0.904682412101727,0.7203389830508485,-1
0.07456445829058703,0.4971808415929729,0.8271809937412187,0.27282778798394225,0.6813404229009521,0.7415254237288171,-1
0.06896665317608969,0.4492403109976853,0.7562907140120065,0.28299993195890316,0.8195869914677878,0.7627118644067832,-1
0.0694866678588572,0.39720458187429525,0.7368757184825652,0.34627815200381035,0.7955360455051317,0.7838983050847494,-1
0.06931489830301091,0.33412962193601997,0.7083918763571337,0.38581002925767155,0.43773958204525787,0.7987288135593218,-1
0.06892194603141737,0.2432933705264408,0.7126069740707626,0.31421378512621617,0.43773958204525787,0.8050847457627155,-1
0.07426797933118112,0.22801056442518847,0.7482437092859879,0.24571341090018373,0.8512839536704999,0.8177966101694933,-1
0.07427033233879546,0.2222238708528696,0.7967811981095927,0.1645063618425529,0.6990025143233995,0.830508474576271,-1
0.06960667124718815,0.2749124577126239,0.9264273853621152,0.2624855412669252,0.5199909319483946,0.8453389830508483,1
0.06115466789650531,0.29759926405127907,0.9195299527398133,0.2277675716132544,0.5375499773298709,0.8644067796610198,1
0.05233559535798658,0.3540862959226067,0.9578490228637115,0.06715656256378855,0.47234244260335534,0.8813559322033917,1
0.04405536156315003,0.385868597542881,0.949291097202708,0.050911750697421265,0.4760108816619266,0.8983050847457636,1
0.03450450365657384,0.382797198646804,0.9561885298250095,0.10444308362250798,0.49688800956267265,0.9067796610169521,1
0.028429037996366965,0.38306427681168026,0.9529952739813512,0.21802068449343404,0.5332426528172787,0.9131355932203409,1
0.030513802742665685,0.39080954359309167,0.9895261208328014,0.2456453698033612,0.4876550842916614,0.9322033898305122,1
0.027466657882104922,0.40781352009021316,0.9407331715417036,0.25011907191943933,0.5456906145665883,0.9491525423728843,1
0.019278191384227344,0.43839396996854424,0.9307702133094902,0.26488398992991763,0.580046164626355,0.9576271186440679,1
0.015720443871356377,0.44912160959107367,0.9565717205262485,0.27519221609852346,0.5509047442397264,0.961864406779662,1
0.010910896307660456,0.4743901715235325,0.48230936262613366,0.42500170102742046,0.43773958204525787,0.9682203389830508,-1
0.01536278671397781,0.4132737847943498,0.4333886831012901,1.0,0.9547009603891017,0.9766949152542392,-1
0.011762685064048872,0.41742833402575824,0.19529952739813528,1.0,0.934606982399736,0.978813559322034,-1
0.010583828249268207,0.4509318060419017,0.35713373355473244,0.9419609444104238,0.43773958204525787,0.9724576271186451,-1
0.009760275584251799,0.46127366609294324,0.43160045982884165,0.4841974552629788,0.43773958204525787,0.978813559322034,-1
0.006011934454619894,0.4863641759154846,0.4788606463149827,0.33414982649520303,0.9205102839948889,0.9809322033898336,-1
0.0,0.5147486497714999,0.9821177672755141,0.1728924270259236,0.3649890771196571,0.9830508474576282,1
0.009786158668009443,0.5286663896967181,0.9795631626005876,0.043903517724705715,0.39988046659247356,0.9936440677966112,1
0.02987143166395287,0.5081607217045523,0.9736875718482565,0.02531128801796284,0.39810807468777054,0.9957627118644107,1
0.05443212514235697,0.4811264763487448,0.9531230042150975,0.054585969925835254,0.4505379003338692,0.9957627118644107,1
0.07560448765612206,0.4251142501038638,0.944181887852855,0.3381812614819351,0.6350109228803429,0.9936440677966112,1
0.09397677110883132,0.37248501394741534,0.9381785668667775,0.4916479553650405,0.7064836568979018,0.9809322033898336,1
0.11158432708688246,0.3421716422339605,0.9310256737769829,0.3525549431856841,0.61312394377808,0.9724576271186451,1
0.12313288845802706,0.30808950086058523,0.9214459062460085,0.24549227733551066,0.5314084332879931,0.9745762711864445,1
0.1219752087117754,0.3135646032405484,0.9310256737769829,0.16812955024834997,0.488252751329294,0.9766949152542392,1
0.11356085348292187,0.3331206599798207,0.9394558692042405,0.31957202150098657,0.534211285602407,0.9830508474576282,1
0.10105226500512957,0.38066057332779396,0.9477583343977518,0.08622507994828876,0.4480235769341743,0.9872881355932224,1
0.07807514565117134,0.438423645320197,0.9517179716438882,0.0,0.42809447261036215,0.9936440677966112,1
0.056914548175477905,0.5001038637307853,0.9619363903435947,0.12432809416887802,0.4783397221878736,0.9978813559322054,1
0.04003642455786989,0.5568282984153363,0.9554221484225314,0.11502347417840375,0.4756193067062364,1.0,1
0.029624365864447957,0.6140868894296396,0.962958232213565,0.0660508947404232,0.450331808251927,0.9978813559322054,1
0.025866612704358707,0.6548608226007477,0.9503129390726783,0.07574675103762674,0.46222332137999267,0.9936440677966112,1
0.026925466130808415,0.6801145468573802,0.9749648741857195,0.0677349118867796,0.4129260953794156,0.9915254237288166,1
0.03274445396105302,0.6538221852928956,0.9508238600076637,0.010869565217391297,0.4267548740777378,0.9830508474576282,1
0.031624422336630695,0.6353196035373019,0.9499297483714393,0.1427842416819759,0.4722393965623841,0.9703389830508504,1
0.03075145651171328,0.6269659920470059,0.9475028739302591,0.19469959855752872,0.5053377849223033,0.9639830508474616,1
0.017668734176023798,0.642634577719746,0.9716438881083154,0.1585697761447914,0.47596966324553813,0.9555084745762732,1
0.007981401827816315,0.6169653985399726,0.9945075999489077,0.13511260801524116,0.42471456246651007,0.9470338983050848,1
0.007804926256741368,0.5764437058579144,1.0000000000000002,0.03920868204395456,0.39561436049626963,0.9449152542372901,1
0.008237879657778585,0.5586384948661642,0.9775194788606465,0.011498945362999252,0.42302460739458403,0.9364406779661016,1
0.01442393667585909,0.5564425188438484,0.9948907906501467,0.07913179560454514,0.42842421994146984,0.9279661016949181,1
0.039257579037525775,0.5951836904267316,0.9328138970494317,0.042236510852554976,0.4925188574254977,0.9194915254237297,1
0.09930162734006608,0.5829574455457296,0.8971771618342059,0.08746682996529903,0.3040064300729566,0.9046610169491525,-1
0.17186602915847035,0.5122114072051753,0.8619236173202196,0.19980268081921482,0.5049049915502246,0.8834745762711864,0
0.21322719700320952,0.3605110095554633,0.8643504917613998,0.15285432401170307,0.49791846997238376,0.8516949152542371,0
0.23453132794337722,0.32199240310997684,0.849661514880572,0.16903109478124784,0.5070895676188121,0.830508474576271,0
0.24145152333712955,0.2852394800878391,0.8469791799718995,0.29778186024358705,0.5155805613948312,0.8220338983050874,0
0.24742110365469144,0.3651848774407977,0.8434027334270022,0.19391712594407023,0.4928486047566052,0.8093220338983049,0
0.25674371982267735,0.3806308979761411,0.8365053008047003,0.20165680070762743,0.5155805613948312,0.792372881355933,0
0.27113471439193576,0.37425069737076394,0.8391876357133732,0.25518813363271414,0.5248134866658423,0.7775423728813557,0
0.2756007228439391,0.4674906522642294,0.8216885936901266,0.2163536776212832,0.5253081076625037,0.7648305084745779,0
0.2841044923621373,0.5129978040239778,0.8282028356111895,0.22268149962577394,0.5008861959523516,0.7436440677966119,0
0.2939330051672047,0.5269452193008488,0.810192872652957,0.22074232836633328,0.5192283912452085,0.7266949152542398,0
0.30052142648733615,0.5113508220072407,0.8155575424703028,0.2115227597468871,0.5072132228679775,0.7076271186440684,0
0.31097113330258735,0.5848566680515164,0.7983139609145484,0.2077294685990338,0.5006594946622149,0.6864406779661023,0
0.32143495816352463,0.5957623597839634,0.7345765742751309,0.25772266448935155,0.565516672849429,0.6588983050847472,0
0.46833792954153997,0.5718588640275388,0.5328905351896795,1.0,0.43773958204525787,0.45762711864406896,-1
0.4677261475618135,0.567466911982907,0.7394303231574912,0.2728788188065591,0.5945756564032809,0.44491525423728884,0
0.4671378956582304,0.5273013235206838,0.7251245369779025,0.3040926719738722,0.6142368410205681,0.43432203389830576,0
0.465020188805331,0.5137248501394742,0.7298505556265169,0.3188575899843506,0.6006965912369648,0.4279661016949169,0
0.46407898575959794,0.5300166181969257,0.7142674671094649,0.33190447030006126,0.6074151931082807,0.4131355932203396,0
0.47022033563300614,0.5285476882901061,0.7150338485119427,0.3326018915424917,0.580417130373851,0.4025423728813565,0
0.4780323209125905,0.4967653866698321,0.6905096436326481,0.21614955433081584,0.5473393512221261,0.39830508474576476,0
0.47956177586190674,0.5274348626031218,0.6472090943926427,0.20725318092127643,0.5779852438069328,0.39406779661017055,0
0.4812088811919395,0.544067897204582,0.4953378464682592,0.2898210519153569,0.6185029471167716,0.39618644067796766,0
0.48506781367944507,0.5151789423704671,0.43466598543875357,0.4013063890589916,0.6074770207328635,0.39830508474576476,0
0.4904797311924102,0.49228440857024164,0.41882743645420883,0.40644349186908896,0.6112897242487942,0.39830508474576476,0
0.499915291725884,0.4780550774526678,0.4293013156214076,0.3533714363475539,0.5869708585796132,0.39830508474576476,0
0.49118563347670996,0.49526678141135977,0.4137182271043556,0.3638837858066272,0.6068381352788428,0.3919491525423735,0
0.48817378373036413,0.5275090509822542,0.28432750031932574,0.5568823569435939,0.6800626519929105,0.38771186440678174,0
0.4666908242115072,0.58911508101371,0.6271554476944694,0.2743757229366537,0.620563867936194,0.4131355932203396,0
0.3400448953852815,0.6655291115199715,0.6931919785413208,0.4054909165135741,0.7142533283871233,0.4533898305084748,0
0.2632215497849351,0.7831176924446555,0.8229658960275896,0.4323841600326597,0.5612505667532255,0.49364406779661235,0
0.24045855412388115,0.8258947118523354,0.8204112913526631,0.33505137102810095,0.5454433040682576,0.5211864406779674,0
0.2189073573842085,0.8252121787643183,0.8293524077149061,0.14137238892290943,0.5484522484646139,0.5402542372881364,0
0.19436313495910473,0.8667279957267493,0.8228381657938433,0.18304756072667894,0.5739458390008656,0.5550847457627137,0
0.1919748322305571,0.8871001246364769,0.8036786307318942,0.23125467782540654,0.5854251679650468,0.5699152542372885,0
0.1997679934492268,0.8928126298296635,0.8022735981606848,0.16413213581002928,0.5283376612670541,0.5953389830508489,0
0.20969297956648186,0.8817733990147782,0.8066164261080597,0.15571205007824723,0.5093977989365648,0.625000000000001,0
0.21454017525200714,0.8703483886284051,0.8142802401328397,0.2220691297543716,0.5076666254482503,0.6419491525423753,0
0.2152954906962079,0.863345005638317,0.8006131051219822,0.28978703136694567,0.5240509459626561,0.6631355932203414,0
0.2167802385008518,0.8713721882604308,0.7984416911482948,0.27905354834319934,0.5012159432834591,0.6843220338983076,0
0.22223215714326053,0.863804973588937,0.793077021330949,0.2944988773219024,0.515745435060385,0.6906779661016964,0
0.22185802893258164,0.8538488931093833,0.7934602120321881,0.2515989657753283,0.5209183463171345,0.7012711864406795,0
0.22838527205474035,0.8142471363285655,0.7952484353046365,0.22052119480166021,0.5146119286097028,0.7076271186440684,0
0.2304770958238821,0.7750163214434092,0.7691914676203859,0.2405592978158808,0.5814063723671736,0.7118644067796626,0
0.2310700537426939,0.7808772033948601,0.771235151360327,0.28398652786282913,0.5542846543835787,0.7161016949152568,0
0.230717102600544,0.7811146062080836,0.7863073189423939,0.25406545553514326,0.5145501009851201,0.7203389830508485,0
0.22585578886933277,0.7997062140186362,0.7953761655383829,0.23994692794447847,0.5184246321256336,0.7309322033898316,0
0.2208321176127326,0.8050774526678139,0.8577085196065906,0.21820779750969582,0.48130744816784143,0.7309322033898316,0
0.21784615095014448,0.800477773161612,0.8552816451654104,0.16852078655507924,0.48136927579242395,0.7330508474576287,0
0.21085771833557654,0.814425188438483,0.8718865755524334,0.278798394230115,0.48040064300729557,0.7394067796610176,0
0.20445047860174875,0.8220665914891092,0.8690765104100142,0.12114717289242705,0.4231070442273608,0.7457627118644065,0
0.20114685591122572,0.82771974597899,0.8593690126452931,0.1544022589644145,0.44023329623675855,0.7542372881355949,0
0.19816324225625195,0.825167665736839,0.8815940733171541,0.25855616792542696,0.4529903961089816,0.7584745762711891,0
0.204784605682984,0.8468306724434684,0.87060927321497,0.2060454514526774,0.4582663534067022,0.7627118644067832,0
0.2256840193134865,0.8360881951451125,0.8459573381019287,0.23542219500578343,0.4717859939821112,0.7648305084745779,0
0.26281212646004126,0.7809513917739925,0.8253927704687698,0.25248350003402054,0.46741684184493626,0.7669491525423726,0
0.31579009289674065,0.5287999287791563,0.7893728445523054,0.2878138395590937,0.49433246774658923,0.7584745762711891,0
0.3070721996856382,0.6680070033829901,0.8177289564439902,0.2883411580594679,0.46490251844524133,0.7436440677966119,0
0.31957137613297315,0.6532731912873169,0.7998467237195042,0.290263319044703,0.46251185029471165,0.7330508474576287,0
0.331559949927998,0.5788919223692801,0.8038063609656405,0.13911002245356197,0.43607023618152585,0.7245762711864427,0
0.3303199149152447,0.5484598492492136,0.8024013283944311,0.1173198611961625,0.43681216767651776,0.7309322033898316,0
0.323595019153482,0.5977654460205353,0.8052113935368503,0.21228822208614007,0.4575450311199043,0.7351694915254234,0
0.3105593569700792,0.6520416641937208,0.8170903052752589,0.29327413757909776,0.4613165162194468,0.7436440677966119,0
0.3004978964111928,0.6958424832334262,0.8239877378975604,0.2863339457032047,0.4497959688388773,0.747881355932206,0
0.2849209860043107,0.7071042791857083,0.8306297100523696,0.2881710553174117,0.46883887721033757,0.7436440677966119,0
0.26455099908703306,0.7329663481512256,0.8278196449099504,0.21370007484520648,0.46923045216602777,0.7351694915254234,0
0.25869671614257345,0.6793726630660573,0.8319070123898327,0.19422331087977135,0.47186843081488816,0.7288135593220345,0
0.23841143749941177,0.7136180188735235,0.8473623706731386,0.20077226644893514,0.46172870038333125,0.7203389830508485,0
0.22148390072190274,0.7535016914950441,0.8563034870353812,0.25547730829420967,0.4620996661308272,0.7097457627118655,0
0.21473547488399675,0.7744970027894831,0.8515774683867672,0.21946655780091173,0.45942046906557854,0.6991525423728824,0
0.21104595894472317,0.7908184461985874,0.8481287520756162,0.26170306865346665,0.48713985408680593,0.6906779661016964,0
0.21358485416058806,0.7972579975072704,0.8404649380508367,0.25001701027420564,0.49894893038209465,0.6885593220338994,0
0.2171543667115307,0.791293251825034,0.8536211521267083,0.26393141457440294,0.4860063476361238,0.6800847457627134,0
0.21367897446516138,0.7910410113359843,0.845318686933197,0.25561339048785464,0.5108404435101603,0.6737288135593245,0
0.20533520946473782,0.8044394326072764,0.8592412824115467,0.2349629176022317,0.49008697085857955,0.6673728813559332,0
0.2027163119899856,0.829055136803371,0.852599310256738,0.2615839967340274,0.4986397922591814,0.6673728813559332,0
0.20955650512485058,0.8324826399192831,0.8552816451654104,0.2687963529972103,0.4860475660525123,0.6673728813559332,0
0.2186108784248026,0.8285061427977922,0.8384212543108955,0.09246785058175139,0.4677878075924322,0.6631355932203414,0
0.2468493228044086,0.8416968366075137,0.8253927704687698,0.0989827856025039,0.45816330736573097,0.6652542372881362,0
0.2876810639359229,0.8379725799750726,0.7949929748371438,0.16028781383955903,0.4649231276534356,0.6652542372881362,0
